File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\SerialNumbersForm.cs,110,99,59,9,11,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\SerialNumbersForm.Designer.cs,178,134,118,1,6,0,38,62,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\TankLevelHistory.cs,149,136,85,14,13,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\TankLevelHistory.Designer.cs,245,189,173,1,6,0,50,66,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\TankSettings.cs,436,379,259,43,51,2,6,57,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\TankSettings.Designer.cs,1528,1226,1136,1,6,0,296,145,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.cs,128,111,72,10,17,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.Designer.cs,296,225,211,1,6,0,65,71,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\IFuelPumpWorkFlow.cs,35,29,21,0,6,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\ITankWorkFlow.cs,17,14,10,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\IWorkFlow.cs,39,33,21,0,6,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\ProcessState.cs,67,55,35,3,12,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\StateTransition.cs,123,90,55,16,18,0,15,62,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\WorkFlowProcess.cs,163,131,78,19,30,0,2,8,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\ASFuelControl.WorkFlow\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\BalanceReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\BalanceReport.Designer.cs,235,172,151,0,2,0,61,45,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\DatabaseModel.cs,238,199,103,13,27,0,12,50,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Form1.cs,254,195,152,15,52,0,7,18,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Form1.Designer.cs,168,122,110,1,8,0,38,63,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Program.cs,22,17,10,0,2,0,3,12,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Properties\Resources.Designer.cs,84,45,25,5,11,1,28,145,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Properties\Settings.Designer.cs,27,13,6,1,6,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\BalanceDS.cs,11,8,3,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\BalanceDS.Designer.cs,4046,3524,1930,355,466,1,56,161,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\BalanceDS1.Designer.cs,4046,3524,1930,355,466,1,56,161,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\BalanceLoad.cs,134,115,91,9,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\DivergenceBalanceReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\DivergenceBalanceReport.Designer.cs,328,252,223,0,3,0,73,49,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\PumpBalanceReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\PumpBalanceReport.Designer.cs,654,515,467,0,3,0,136,70,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\TankBalanceReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\TankBalanceReport.Designer.cs,774,617,563,0,3,0,154,76,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\TankFillingBalanceReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\BalanceExporter\Reports\TankFillingBalanceReport.Designer.cs,308,239,214,0,2,0,67,47,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6\AK6Protocol.cs,455,336,217,34,58,9,61,260,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6\Controller.cs,127,16,10,0,17,0,94,306,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6\SRegex.cs,132,98,60,14,21,1,13,55,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.AK6\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek\ATGProbe.cs,17,15,11,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek\Connector.cs,202,177,114,28,18,0,7,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek\Controller.cs,187,150,88,10,37,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Ametek\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Box69Protocol.cs,760,567,349,120,79,5,114,401,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Controller.cs,480,386,247,65,68,0,26,76,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\FuelPoint.cs,606,506,338,59,65,0,35,77,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Nozzle.cs,47,40,29,1,7,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Box69\Properties\Settings.Designer.cs,36,21,9,2,7,1,8,30,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\FuelPoint.cs,208,184,110,30,17,0,7,16,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\FuelPointValues.cs,51,47,32,1,4,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\FuelPumpControllerBase.cs,528,430,256,102,76,0,22,76,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\IController.cs,69,56,46,0,13,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\IFuelProtocol.cs,25,20,16,0,5,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\IInvoicePrint.cs,19,16,12,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Nozzle.cs,187,156,96,21,18,1,13,50,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\OpenCommand.cs,86,80,54,10,6,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\StringExtensions.cs,37,32,18,6,5,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Tank.cs,15,13,9,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\TankValues.cs,19,17,13,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\AlertTypeEnum.cs,32,29,7,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\ApplicationUserLevelEnum.cs,17,15,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\CommandTypeEnum.cs,23,21,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\CommunicationTypeEnum.cs,16,14,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\ControllerTypeEnum.cs,24,22,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\EnumToList.cs,89,78,45,9,11,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\FuelPointStatusEnum.cs,28,26,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\NozzleStateEnum.cs,17,15,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Enumerators\TankStatusEnum.cs,26,24,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Properties\Resources.Designer.cs,262,143,83,25,31,1,88,447,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Sales\SaleData.cs,74,68,47,3,6,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Sales\TankFillingData.cs,28,23,15,0,5,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Common\Sales\TankSaleData.cs,20,18,14,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\AlertClass.cs,17,15,10,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\BalanceClass.cs,178,159,120,7,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\ChangePriceClass.cs,16,14,9,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\CommunicationMethods.cs,434,385,254,60,48,2,1,4,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\DeliveryNoteClass.cs,143,124,102,4,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\FuelTypePumpClass.cs,99,86,70,3,13,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\FuelVolumeClass.cs,81,73,51,0,8,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\IncomeRecieptClass.cs,86,79,62,5,7,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\LiterCheckClass.cs,33,30,23,1,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\SendMethods.cs,268,247,177,32,21,1,0,2,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums\AlertIdEnum.cs,22,20,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums\DeliveryTypeEnum.cs,16,14,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums\FuelTypeEnum.cs,24,22,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums\LocalizedEnumExtensions.cs,48,44,26,7,4,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Enums\WorkFieldEnum.cs,20,18,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Properties\Resources.Designer.cs,262,143,83,25,31,1,88,463,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Communication\Service References\FuelFlowService\Reference.cs,2929,2285,1354,203,445,1,199,412,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Crc32.cs,107,86,51,15,21,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Crypto.cs,173,139,86,12,9,0,25,134,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\DatabaseModel.cs,15115,13624,6829,1305,1427,0,64,1142,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\AlertEvaluator.cs,395,350,231,61,43,0,2,3,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\DatabaseModel.cs,2089,1763,1148,311,240,49,86,404,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\EntityFactory.cs,166,133,76,14,11,1,22,63,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\ErrorInfo.cs,70,59,31,4,11,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\OptionHandler.cs,189,164,101,41,25,2,0,2,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Implementation\ValidationErrorEvent.cs,26,22,14,0,4,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Properties\Resources.Designer.cs,208,113,65,19,25,1,70,417,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\IDataValidator.cs,24,21,17,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\InvoiceLineValidator.cs,108,88,54,16,18,0,2,15,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\InvoiceValidator.cs,109,62,32,6,18,0,29,75,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\SalesTransactionValidator.cs,109,90,49,13,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\TankFillingValidator.cs,158,74,40,10,24,0,60,180,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\TankValidator.cs,69,53,29,8,15,0,1,3,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Data\Validators\ValidatorContainer.cs,105,90,67,13,14,0,1,4,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis\ElbhsController.cs,1100,609,380,100,129,1,362,1184,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis\FuelPoint.cs,203,157,100,9,21,0,25,70,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis\Nozzle.cs,46,38,29,1,8,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Elbis\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.EMR3\EmrController.cs,79,65,42,6,11,0,3,12,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.EMR3\Protocol.cs,664,539,329,94,62,10,63,193,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.EMR3\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir\ATGProbe.cs,17,15,11,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir\Connector.cs,232,186,125,26,34,0,12,50,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir\Controller.cs,188,150,88,10,38,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Fafnir\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.FuelPump\FuelPumpWorkFlow.cs,843,647,400,122,104,2,92,291,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.FuelPump\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\Connector.cs,493,445,281,82,40,13,8,65,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\Controller.cs,127,99,62,19,16,1,12,41,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\GilbarcoController.cs,65,57,38,10,8,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\GilbargoProtocol.cs,436,384,239,51,40,15,12,102,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Gilbarco\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Logging\Logger.cs,218,181,116,20,12,0,25,96,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Logging\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Controller.cs,165,80,52,15,21,1,64,214,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\DispenserCommand.cs,653,453,333,74,93,26,107,587,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\MilleniumProtocol.cs,445,366,212,33,49,0,30,89,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Enums\CommandTypeEnum.cs,27,21,6,0,2,0,4,4,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Enums\FuelPointSatusEnum.cs,28,26,6,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Enums\ResponseLengthEnum.cs,47,21,6,0,15,2,11,190,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Enums\ResponseTypeEnum.cs,23,18,6,0,5,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Millenium\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.NuovoPignone\Controller.cs,130,111,71,21,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.NuovoPignone\NuovoPignoneProtocol.cs,457,384,241,57,50,8,23,162,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.NuovoPignone\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.PTS\PtsConnector.cs,696,570,351,121,90,2,36,150,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.PTS\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\AlertReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\AlertReport.Designer.cs,242,184,160,0,3,0,55,43,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReport.Designer.cs,235,172,151,0,2,0,61,45,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\DeliveryReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\DeliveryReport.Designer.cs,737,583,529,0,3,0,151,75,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\InvoiceReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\InvoiceReport.Designer.cs,450,350,314,0,3,0,97,57,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\InvoiceThermal.cs,120,100,63,21,11,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\InvoiceThermal.Designer.cs,654,509,459,0,3,0,142,72,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\LiterCheckReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\LiterCheckReport.Designer.cs,634,504,458,0,3,0,127,67,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ReportViewer.cs,21,19,13,0,2,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ReportViewer.Designer.cs,69,42,30,1,7,0,20,57,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReport.Designer.cs,304,232,209,0,2,0,70,48,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReportDispenser.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReportDispenser.Designer.cs,716,574,525,0,3,0,139,71,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReportFuelType.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\SaleReportFuelType.Designer.cs,505,402,365,0,3,0,100,58,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReport.Designer.cs,320,242,217,0,2,0,76,50,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReportDispenser.cs,42,27,15,3,5,0,10,30,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReportDispenser.Designer.cs,603,479,436,0,3,0,121,65,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReportFuelType.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShiftReportFuelType.Designer.cs,442,351,318,0,3,0,88,54,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShilftLiterCheck.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\ShilftLiterCheck.Designer.cs,627,497,451,0,3,0,127,67,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankFillingReport.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankFillingReport.Designer.cs,997,813,750,0,3,0,181,85,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankFillingThermal.cs,27,16,10,0,2,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankFillingThermal.Designer.cs,614,469,415,0,3,0,142,72,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankStausReport.cs,51,38,22,6,4,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TankStausReport.Designer.cs,418,324,287,0,3,0,91,55,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TitrimetryReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TitrimetryReport.Designer.cs,308,235,205,0,3,0,70,48,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TransactionReport.cs,27,17,11,0,1,0,9,23,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\TransactionReport.Designer.cs,603,476,430,0,3,0,124,66,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReports\BalanceDS.cs,10,7,3,0,3,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReports\BalanceDS.Designer.cs,4046,3524,1930,355,466,1,56,161,0,1
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReports\BalanceLoad.cs,133,114,90,9,19,0,0,0,0,0
D:\DEV\Exedron\ASFuelControl.Windows.45\Code\ASFuelControl.Reports\BalanceReports\DivergenceBalanceReport.cs,27,16,10,0,2,0,9,23,0,0
