File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\AlarmControl.cs,147,130,85,15,17,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\AlarmControl.Designer.cs,161,116,104,1,7,0,38,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\DispenserControl.cs,328,246,148,26,43,2,39,123,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\DispenserControl.Designer.cs,519,408,394,1,7,0,104,85,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\LcdDisplay.cs,66,56,36,0,9,0,1,2,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\LcdDisplay.Designer.cs,61,37,25,1,7,0,17,56,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\LcdUpDown.cs,143,127,76,10,16,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\LcdUpDown.Designer.cs,91,61,49,1,7,0,23,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\NozzleControl.cs,87,81,51,5,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\NozzleControl.Designer.cs,107,74,62,1,7,0,26,59,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\NozzleInfoControl.cs,27,24,16,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\NozzleInfoControl.Designer.cs,130,91,79,1,7,0,32,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\PanelExt.cs,22,19,13,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\PriceControl.cs,138,121,79,15,17,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\PriceControl.Designer.cs,248,185,170,1,10,0,53,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankControl.cs,291,249,155,21,36,1,6,22,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankControl.Designer.cs,343,265,244,1,7,0,71,74,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankDataControl.cs,57,50,34,0,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankDataControl.Designer.cs,46,26,14,1,6,0,14,55,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankGauge.cs,186,140,113,4,44,1,2,26,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankGauge.Designer.cs,48,27,15,1,7,0,14,55,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankLinearGauge.cs,128,105,72,5,23,1,0,2,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\TankLinearGauge.Designer.cs,63,39,27,1,7,0,17,56,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\WaitingClock.cs,59,51,36,4,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Controls\WaitingClock.Designer.cs,77,50,38,1,7,0,20,57,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\AboutForm.cs,49,41,31,0,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\AboutForm.Designer.cs,345,259,247,1,6,0,80,76,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\AlertsForm.cs,34,29,21,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\AlertsForm.Designer.cs,204,163,141,1,6,0,35,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\DispenserInfoForm.cs,57,49,32,2,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\DispenserInfoForm.Designer.cs,166,119,107,1,6,0,41,63,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\DispenserTransactionsForm.cs,141,122,90,7,19,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\DispenserTransactionsForm.Designer.cs,297,238,219,1,6,0,53,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\InvoiceForm.cs,186,166,113,14,20,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\InvoiceForm.Designer.cs,667,542,508,1,6,0,119,89,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\LoadWaitingForm.cs,71,58,38,1,8,0,5,30,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\LoadWaitingForm.Designer.cs,114,79,67,1,6,0,29,59,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\LoginForm.cs,75,63,46,5,12,1,0,1,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\LoginForm.Designer.cs,203,149,137,1,10,0,44,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\ResolveAlarmForm.cs,73,64,42,4,7,0,2,4,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\ResolveAlarmForm.Designer.cs,226,170,151,1,6,0,50,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\ShiftForm.cs,168,126,91,10,27,1,15,53,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\ShiftForm.Designer.cs,346,269,251,1,6,0,71,74,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\UserVerificationForm.cs,88,79,51,8,9,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\Forms\UserVerificationForm.Designer.cs,197,147,135,1,6,0,44,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\AttachFillingForm.cs,221,190,119,28,31,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\AttachFillingForm.Designer.cs,681,544,514,1,6,0,131,86,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectBalanceForm.cs,63,52,38,2,11,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectBalanceForm.Designer.cs,215,162,149,1,6,0,47,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectFromToForm.cs,59,53,33,2,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectFromToForm.Designer.cs,147,106,94,1,6,0,35,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectFuelTypeForm.cs,58,49,30,3,9,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectFuelTypeForm.Designer.cs,136,98,83,1,6,0,32,60,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceControl.cs,147,121,73,9,22,0,4,32,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceControl.Designer.cs,143,113,94,1,7,0,23,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceForm.cs,143,114,72,4,20,0,9,21,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceForm.Designer.cs,291,220,208,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceTypeForm.cs,75,65,36,3,10,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceTypeForm.Designer.cs,149,111,96,1,6,0,32,60,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectNozzleForm.cs,55,49,33,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectNozzleForm.Designer.cs,93,61,49,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectPrinterForm.cs,52,45,30,2,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectPrinterForm.Designer.cs,103,71,57,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectShift.cs,63,52,38,2,11,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectShift.Designer.cs,224,171,157,1,6,0,47,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectTankActionForm.cs,35,30,20,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectTankActionForm.Designer.cs,157,113,101,1,6,0,38,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectTraderForm.cs,175,147,99,15,27,0,1,5,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SelectionForms\SelectTraderForm.Designer.cs,856,674,656,1,6,0,176,105,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\CommunicationSettingsForm.cs,54,47,33,0,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\CommunicationSettingsForm.Designer.cs,295,224,212,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\ControllerSettings.cs,97,83,61,6,14,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\ControllerSettings.Designer.cs,317,234,220,1,6,0,77,72,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\FuelPumpSettings.cs,346,295,212,26,44,0,7,21,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\FuelPumpSettings.Designer.cs,1090,845,779,1,6,0,239,114,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\InvoiceTypesForm.cs,110,97,61,10,13,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\InvoiceTypesForm.Designer.cs,229,185,164,1,6,0,38,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\MainSettingsForm.cs,633,173,139,5,105,0,355,1907,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\MainSettingsForm.Designer.cs,1023,814,784,1,6,0,203,117,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\PriceSettingsForm.cs,64,57,37,5,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\PriceSettingsForm.Designer.cs,99,67,55,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\PrinterSettings.cs,150,128,93,5,22,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\PrinterSettings.Designer.cs,387,298,286,1,6,0,83,77,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\TankSettings.cs,269,235,172,17,34,2,0,7,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\TankSettings.Designer.cs,1177,941,868,1,6,0,230,123,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.cs,121,106,69,10,15,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.Designer.cs,295,224,210,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\IFuelPumpWorkFlow.cs,34,28,20,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\ITankWorkFlow.cs,17,14,10,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\IWorkFlow.cs,38,32,20,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\ProcessState.cs,67,55,35,3,12,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\StateTransition.cs,123,90,55,16,18,0,15,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\WorkFlowProcess.cs,163,131,78,19,30,0,2,8,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.WorkFlow\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\EvaluateFunctionHandler.cs,5,4,2,0,1,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\EvaluateParameterHandler.cs,5,4,2,0,1,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\EvaluationException.cs,19,15,5,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\EvaluationOption.cs,31,13,3,0,2,0,16,66,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Expression.cs,288,220,124,31,51,0,17,101,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\FunctionArgs.cs,41,33,19,2,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\NCalcLexer.cs,2167,1579,868,105,327,55,261,1389,1,9
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\NCalcParser.cs,2679,1983,1452,136,525,30,171,1459,1,9
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Numbers.cs,1162,1083,842,165,79,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\ParameterArgs.cs,21,18,10,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\BinaryExpression.cs,47,41,12,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\EvaluationVisitor.cs,680,446,247,96,206,0,28,220,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\Function.cs,21,17,9,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\LogicalExpression.cs,241,193,106,41,48,1,0,3,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\LogicalExpressionVisitor.cs,15,13,9,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\Parameter.cs,19,15,7,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\SerializationVisitor.cs,214,163,100,34,49,0,2,14,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\TernaryExpression.cs,24,19,11,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\UnaryExpression.cs,28,23,10,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Domain\Value.cs,101,84,40,6,17,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Evaluant.Calculator\Properties\AssemblyInfo.cs,36,15,3,0,5,0,16,118,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\dispenserCommands.cs,355,283,215,52,45,22,27,238,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\Program.cs,104,48,33,2,33,2,23,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\enums\CommandTypeEnum.cs,25,23,6,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\enums\FuelPointSatusEnum.cs,27,24,6,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\enums\ResponseLengthEnum.cs,18,15,6,0,3,1,0,3,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\enums\ResponseTypeEnum.cs,22,17,6,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Millenium\Properties\Resources.Designer.cs,64,33,17,3,9,1,22,119,0,1
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\Box69Protocol.cs,605,355,230,71,69,5,181,544,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\Controller.cs,18,16,10,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\FuelPoint.cs,335,288,195,41,43,1,4,15,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\Nozzle.cs,42,36,27,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\NewBox69\ASFuelControl.Box69\Properties\Settings.Designer.cs,36,21,9,2,7,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\OldCode\Box69Protocol.cs,627,362,226,70,71,5,194,591,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\Controller.cs,438,372,240,59,63,2,3,10,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\FuelPoint.cs,602,502,334,59,65,0,35,77,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\Nozzle.cs,42,36,27,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\Box69Protocol.cs,624,371,232,72,72,5,181,544,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\Controller.cs,316,262,167,36,48,0,6,18,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\FuelPoint.cs,558,474,320,55,62,1,22,46,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\Nozzle.cs,42,36,27,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Box69\Properties\Settings.Designer.cs,36,21,9,2,7,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Millenium\Controller.cs,326,274,165,38,50,0,2,7,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.Millenium\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.MilleniumConnector\Controller.cs,564,410,303,38,95,5,59,563,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.MilleniumConnector\FuelPoint.cs,83,69,44,3,9,0,5,10,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.MilleniumConnector\Nozzle.cs,42,36,27,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\OldCode\ASFuelControl.MilleniumConnector\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6\AK6Protocol.cs,537,394,254,42,68,9,75,299,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6\Controller.cs,127,16,10,0,17,0,94,306,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6\SRegex.cs,157,122,69,18,26,1,9,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6_Dual\AK6_DualProtocol.cs,550,497,283,70,40,0,13,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6_Dual\Controller.cs,18,16,10,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.AK6_Dual\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Ametek\ATGProbe.cs,17,15,11,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Ametek\Connector.cs,202,177,114,28,18,0,7,23,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Ametek\Controller.cs,220,176,102,13,44,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Ametek\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\Box69Protocol.cs,803,575,355,123,87,5,141,462,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\Controller.cs,438,358,228,60,69,0,11,36,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\FuelPoint.cs,627,518,346,58,69,1,40,99,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\Nozzle.cs,47,40,29,1,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\dev\Exedron\ASFuelControl.Windows\ProtocolBackUp_2015_08_10\ASFuelControl.Box69\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
