File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\DBScripts\UpdateDatabase3.sql,71,60,0,0,11,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\DBScripts\UpdateDatabase4.sql,11,9,0,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\DBScripts\UpdateDatabase5.sql,8,5,0,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\DBScripts\UpdateDatabase6.sql,21,14,0,0,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\DBScripts\UpdateDatabase7.sql,6,2,0,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Properties\Resources.Designer.cs,987,521,331,90,96,1,370,1635,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Properties\Settings.Designer.cs,75,56,21,6,11,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Service References\SmsService\Reference.cs,1338,1114,573,139,216,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\ControllerThread.cs,810,701,416,117,89,0,20,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\DirectPrinter.cs,89,60,32,0,21,0,8,44,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\ExcelTextStripper.cs,91,73,45,9,16,0,2,12,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\MailSender.cs,114,102,60,12,12,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\PrintAgent.cs,1508,1126,788,117,210,0,172,441,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\PrintHandler.cs,359,296,224,35,50,1,13,51,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\RichTextStripper.cs,224,203,99,14,13,7,8,63,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\SendAlertsThread.cs,1061,586,402,80,122,0,353,1924,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\Threads\ThreadController.cs,941,743,490,101,118,5,80,301,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\DispenserGrid.cs,122,102,66,15,19,0,1,2,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\DispenserGrid.Designer.cs,182,140,124,1,7,0,35,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\ReportGrid.cs,327,248,191,9,69,2,10,34,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\ReportGrid.Designer.cs,218,152,134,1,7,0,59,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\SettingsGrid.cs,178,156,102,8,22,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\SettingsGrid.Designer.cs,358,286,274,1,7,0,65,72,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\Statistics.cs,132,107,75,6,25,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\Statistics.Designer.cs,853,730,684,1,7,0,116,88,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\TankGrid.cs,155,136,88,18,19,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Catalogs\TankGrid.Designer.cs,119,83,71,1,7,0,29,60,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\AlarmControl.cs,120,107,69,12,13,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\AlarmControl.Designer.cs,144,102,90,1,7,0,35,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\DispenserControl.cs,275,230,139,24,36,2,9,25,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\DispenserControl.Designer.cs,505,397,383,1,7,0,101,84,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\LcdDisplay.cs,66,56,36,0,9,0,1,2,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\LcdDisplay.Designer.cs,61,37,25,1,7,0,17,56,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\LcdUpDown.cs,143,127,76,10,16,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\LcdUpDown.Designer.cs,91,61,49,1,7,0,23,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\NozzleControl.cs,87,81,51,5,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\NozzleControl.Designer.cs,107,74,62,1,7,0,26,59,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\NozzleInfoControl.cs,27,24,16,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\NozzleInfoControl.Designer.cs,130,91,79,1,7,0,32,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\PanelExt.cs,22,19,13,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\PriceControl.cs,138,121,79,15,17,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\PriceControl.Designer.cs,248,185,170,1,10,0,53,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankControl.cs,289,248,154,21,35,1,6,22,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankControl.Designer.cs,328,253,232,1,7,0,68,73,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankDataControl.cs,57,50,34,0,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankDataControl.Designer.cs,46,26,14,1,6,0,14,55,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankGauge.cs,186,140,113,4,44,1,2,26,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankGauge.Designer.cs,48,27,15,1,7,0,14,55,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankLinearGauge.cs,128,105,72,5,23,1,0,2,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\TankLinearGauge.Designer.cs,63,39,27,1,7,0,17,56,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\WaitingClock.cs,59,51,36,4,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Controls\WaitingClock.Designer.cs,77,50,38,1,7,0,20,57,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\AboutForm.cs,49,41,31,0,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\AboutForm.Designer.cs,345,259,247,1,6,0,80,76,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\AlertsForm.cs,34,29,21,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\AlertsForm.Designer.cs,204,163,141,1,6,0,35,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\DispenserInfoForm.cs,57,49,32,2,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\DispenserInfoForm.Designer.cs,166,119,107,1,6,0,41,63,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\DispenserTransactionsForm.cs,141,122,90,7,19,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\DispenserTransactionsForm.Designer.cs,297,238,219,1,6,0,53,68,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\InvoiceForm.cs,186,166,113,14,20,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\InvoiceForm.Designer.cs,663,538,504,1,6,0,119,89,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\LoadWaitingForm.cs,71,58,38,1,8,0,5,30,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\LoadWaitingForm.Designer.cs,114,79,67,1,6,0,29,59,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\LoginForm.cs,75,63,46,5,12,1,0,1,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\LoginForm.Designer.cs,203,149,137,1,10,0,44,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\ResolveAlarmForm.cs,54,48,32,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\ResolveAlarmForm.Designer.cs,226,170,151,1,6,0,50,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\ShiftForm.cs,168,126,91,10,27,1,15,53,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\ShiftForm.Designer.cs,346,269,251,1,6,0,71,74,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\UserVerificationForm.cs,88,79,51,8,9,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\Forms\UserVerificationForm.Designer.cs,197,147,135,1,6,0,44,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\AttachFillingForm.cs,221,190,119,28,31,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\AttachFillingForm.Designer.cs,681,544,514,1,6,0,131,86,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectBalanceForm.cs,63,52,38,2,11,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectBalanceForm.Designer.cs,215,162,149,1,6,0,47,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectFromToForm.cs,59,53,33,2,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectFromToForm.Designer.cs,147,106,94,1,6,0,35,61,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectFuelTypeForm.cs,58,49,30,3,9,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectFuelTypeForm.Designer.cs,136,98,83,1,6,0,32,60,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceControl.cs,147,121,73,9,22,0,4,32,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceControl.Designer.cs,141,111,92,1,7,0,23,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceForm.cs,138,110,70,4,19,0,9,21,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceForm.Designer.cs,280,209,197,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceTypeForm.cs,75,65,36,3,10,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectInvoiceTypeForm.Designer.cs,149,111,96,1,6,0,32,60,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectNozzleForm.cs,55,49,33,1,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectNozzleForm.Designer.cs,93,61,49,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectPrinterForm.cs,52,45,30,2,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectPrinterForm.Designer.cs,103,71,57,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectShift.cs,63,52,38,2,11,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectShift.Designer.cs,224,171,157,1,6,0,47,65,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectTankActionForm.cs,35,30,20,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectTankActionForm.Designer.cs,157,113,101,1,6,0,38,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectTraderForm.cs,175,147,99,15,27,0,1,5,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SelectionForms\SelectTraderForm.Designer.cs,856,674,656,1,6,0,176,105,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\CommunicationSettingsForm.cs,54,47,33,0,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\CommunicationSettingsForm.Designer.cs,295,224,212,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\ControllerSettings.cs,97,83,61,6,14,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\ControllerSettings.Designer.cs,317,234,220,1,6,0,77,72,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\FuelPumpSettings.cs,341,291,208,26,43,0,7,21,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\FuelPumpSettings.Designer.cs,1090,845,779,1,6,0,239,114,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\InvoiceTypesForm.cs,110,97,61,10,13,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\InvoiceTypesForm.Designer.cs,229,185,164,1,6,0,38,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\MainSettingsForm.cs,631,171,137,5,105,0,355,1907,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\MainSettingsForm.Designer.cs,992,789,759,1,6,0,197,115,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\PriceSettingsForm.cs,64,57,37,5,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\PriceSettingsForm.Designer.cs,99,67,55,1,6,0,26,58,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\PrinterSettings.cs,145,122,87,5,23,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\PrinterSettings.Designer.cs,301,230,218,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\TankSettings.cs,269,235,172,17,34,2,0,7,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\TankSettings.Designer.cs,1177,941,868,1,6,0,230,123,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.cs,121,106,69,10,15,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.Windows\UI\SettingForms\UserSettingsForm.Designer.cs,295,224,210,1,6,0,65,71,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\IFuelPumpWorkFlow.cs,34,28,20,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\ITankWorkFlow.cs,17,14,10,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\IWorkFlow.cs,38,32,20,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\ProcessState.cs,67,55,35,3,12,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\StateTransition.cs,123,90,55,16,18,0,15,62,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\WorkFlowProcess.cs,163,131,78,19,30,0,2,8,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\ASFuelControl.WorkFlow\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\EvaluateFunctionHandler.cs,5,4,2,0,1,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\EvaluateParameterHandler.cs,5,4,2,0,1,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\EvaluationException.cs,19,15,5,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\EvaluationOption.cs,31,13,3,0,2,0,16,66,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Expression.cs,288,220,124,31,51,0,17,101,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\FunctionArgs.cs,41,33,19,2,8,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\NCalcLexer.cs,2167,1579,868,105,327,55,261,1389,1,9
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\NCalcParser.cs,2679,1983,1452,136,525,30,171,1459,1,9
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Numbers.cs,1162,1083,842,165,79,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\ParameterArgs.cs,21,18,10,0,3,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\BinaryExpression.cs,47,41,12,0,6,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\EvaluationVisitor.cs,680,446,247,96,206,0,28,220,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\Function.cs,21,17,9,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\LogicalExpression.cs,241,193,106,41,48,1,0,3,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\LogicalExpressionVisitor.cs,15,13,9,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\Parameter.cs,19,15,7,0,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\SerializationVisitor.cs,214,163,100,34,49,0,2,14,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\TernaryExpression.cs,24,19,11,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\UnaryExpression.cs,28,23,10,0,5,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Domain\Value.cs,101,84,40,6,17,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Evaluant.Calculator\Properties\AssemblyInfo.cs,36,15,3,0,5,0,16,118,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\AsciiConversion.cs,218,145,82,44,33,15,40,236,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\ATG.cs,355,200,122,12,37,0,118,713,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\AtgChannel.cs,105,68,35,7,11,0,26,131,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\AuthorizeType.cs,22,11,6,0,2,0,9,33,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\ChannelBaudRates.cs,58,20,5,0,2,0,36,119,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\FuelPoint.cs,868,556,304,66,84,0,228,1260,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\FuelPointChannel.cs,112,70,37,7,11,0,31,160,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\FuelPointStatus.cs,46,17,6,0,2,0,27,123,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Nozzle.cs,138,91,53,8,18,0,29,137,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Protocols.cs,241,67,6,0,3,0,171,460,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\PTS.cs,1867,1186,724,169,248,24,433,2556,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\PtsConfiguration.cs,209,120,78,18,28,0,61,296,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\PtsCRC16.cs,105,79,29,6,7,9,19,181,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\PtsParameter.cs,31,15,8,0,4,0,12,44,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\ReleaseInfo.cs,43,19,10,0,6,0,18,95,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Unipump.cs,476,268,187,47,77,2,131,854,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Properties\AssemblyInfo.cs,39,17,4,0,5,0,17,102,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Properties\Resources.Designer.cs,64,33,17,3,9,1,22,119,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\PtsLib\Properties\Settings.Designer.cs,27,13,6,1,6,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.AK6\AK6Protocol.cs,455,336,217,34,58,9,61,260,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.AK6\Controller.cs,127,16,10,0,17,0,94,306,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.AK6\SRegex.cs,132,98,60,14,21,1,13,55,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.AK6\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek\ATGProbe.cs,17,15,11,0,2,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek\Connector.cs,202,177,114,28,18,0,7,23,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek\Controller.cs,187,150,88,10,37,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Ametek\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Box69Protocol.cs,785,567,350,120,81,5,137,449,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Controller.cs,418,351,225,58,63,0,4,14,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\FuelPoint.cs,606,506,338,59,65,0,35,77,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Nozzle.cs,47,40,29,1,7,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\ProtocolController.cs,458,382,250,75,58,5,18,133,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Box69\Properties\Settings.Designer.cs,36,21,9,2,7,1,8,30,0,1
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Common\FuelPoint.cs,208,184,110,30,17,0,7,16,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Common\FuelPointValues.cs,51,47,32,1,4,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Common\FuelPumpControllerBase.cs,493,382,226,91,75,0,36,95,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Common\IController.cs,69,56,46,0,13,0,0,0,0,0
D:\dev\Exedron\ASFuelControl.Windows\Code\Version1.1.1 Fiinal\ASFuelControl.Common\IFuelProtocol.cs,25,20,16,0,5,0,0,0,0,0
